=== Run 1 ===

Using simplest formulation of policy gradient.

epoch:   0 	 loss: 22.442 	 return: 24.320 	 ep_len: 24.320
epoch:  60 	 loss: 256.568 	 return: 493.636 	 ep_len: 493.636
epoch:  61 	 loss: 253.547 	 return: 475.455 	 ep_len: 475.455
epoch:  62 	 loss: 257.116 	 return: 500.000 	 ep_len: 500.000
epoch:  63 	 loss: 263.263 	 return: 500.000 	 ep_len: 500.000
epoch:  64 	 loss: 255.597 	 return: 489.455 	 ep_len: 489.455
epoch:  65 	 loss: 258.064 	 return: 500.000 	 ep_len: 500.000
epoch:  66 	 loss: 248.648 	 return: 462.727 	 ep_len: 462.727
epoch:  67 	 loss: 248.046 	 return: 463.000 	 ep_len: 463.000
epoch:  68 	 loss: 262.126 	 return: 499.909 	 ep_len: 499.909
epoch:  69 	 loss: 252.578 	 return: 470.818 	 ep_len: 470.818
epoch:  70 	 loss: 258.111 	 return: 499.182 	 ep_len: 499.182
epoch:  71 	 loss: 242.808 	 return: 451.083 	 ep_len: 451.083
epoch:  72 	 loss: 251.817 	 return: 487.364 	 ep_len: 487.364
epoch:  73 	 loss: 249.480 	 return: 474.455 	 ep_len: 474.455
epoch:  74 	 loss: 248.095 	 return: 468.636 	 ep_len: 468.636
epoch:  75 	 loss: 238.277 	 return: 434.083 	 ep_len: 434.083
epoch:  76 	 loss: 251.696 	 return: 484.000 	 ep_len: 484.000
epoch:  77 	 loss: 255.230 	 return: 491.909 	 ep_len: 491.909
epoch:  78 	 loss: 250.534 	 return: 458.091 	 ep_len: 458.091
epoch:  79 	 loss: 247.438 	 return: 452.083 	 ep_len: 452.083
epoch:  80 	 loss: 242.694 	 return: 456.917 	 ep_len: 456.917
epoch:  81 	 loss: 239.256 	 return: 447.500 	 ep_len: 447.500
epoch:  82 	 loss: 227.763 	 return: 418.250 	 ep_len: 418.250
epoch:  83 	 loss: 238.997 	 return: 455.636 	 ep_len: 455.636
epoch:  84 	 loss: 249.963 	 return: 476.455 	 ep_len: 476.455
epoch:  85 	 loss: 246.291 	 return: 458.636 	 ep_len: 458.636
epoch:  86 	 loss: 245.123 	 return: 455.455 	 ep_len: 455.455
epoch:  87 	 loss: 244.853 	 return: 468.273 	 ep_len: 468.273
epoch:  88 	 loss: 248.087 	 return: 478.636 	 ep_len: 478.636
epoch:  89 	 loss: 249.557 	 return: 440.583 	 ep_len: 440.583
epoch:  90 	 loss: 255.545 	 return: 500.000 	 ep_len: 500.000
epoch:  91 	 loss: 248.440 	 return: 474.818 	 ep_len: 474.818
epoch:  92 	 loss: 255.375 	 return: 500.000 	 ep_len: 500.000
epoch:  93 	 loss: 253.537 	 return: 461.455 	 ep_len: 461.455
epoch:  94 	 loss: 256.465 	 return: 500.000 	 ep_len: 500.000
epoch:  95 	 loss: 249.980 	 return: 469.455 	 ep_len: 469.455
epoch:  96 	 loss: 246.120 	 return: 470.364 	 ep_len: 470.364
epoch:  97 	 loss: 254.308 	 return: 500.000 	 ep_len: 500.000
epoch:  98 	 loss: 247.220 	 return: 475.727 	 ep_len: 475.727
epoch:  99 	 loss: 247.880 	 return: 462.545 	 ep_len: 462.545
epoch: 100 	 loss: 248.725 	 return: 500.000 	 ep_len: 500.000
/Users/Matthew/PycharmProjects/CS6955_A5/1_simple_pg_gymnasium.py:103: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at /Users/runner/work/pytorch/pytorch/pytorch/torch/csrc/utils/tensor_new.cpp:256.)
  batch_loss = compute_loss(obs=torch.as_tensor(batch_obs, dtype=torch.float32),
/Users/Matthew/PycharmProjects/CS6955_A5/1_simple_pg_gymnasium.py:117: UserWarning: Converting a tensor with requires_grad=True to a scalar may lead to unexpected behavior.
Consider using tensor.detach() first. (Triggered internally at /Users/runner/work/pytorch/pytorch/pytorch/torch/csrc/autograd/generated/python_variable_methods.cpp:837.)
  print('epoch: %3d \t loss: %.3f \t return: %.3f \t ep_len: %.3f'%

=== Run 2 ===

Using simplest formulation of policy gradient.

epoch:   0 	 loss: 13.671 	 return: 17.658 	 ep_len: 17.658
epoch:   1 	 loss: 19.360 	 return: 21.393 	 ep_len: 21.393
epoch:   2 	 loss: 21.577 	 return: 24.301 	 ep_len: 24.301
epoch:   3 	 loss: 24.153 	 return: 27.822 	 ep_len: 27.822
epoch:   4 	 loss: 28.832 	 return: 31.762 	 ep_len: 31.762
epoch:   5 	 loss: 32.174 	 return: 35.133 	 ep_len: 35.133
epoch:   6 	 loss: 30.176 	 return: 36.606 	 ep_len: 36.606
epoch:   7 	 loss: 31.065 	 return: 37.119 	 ep_len: 37.119
epoch:   8 	 loss: 32.486 	 return: 39.730 	 ep_len: 39.730
epoch:   9 	 loss: 41.622 	 return: 49.723 	 ep_len: 49.723
epoch:  10 	 loss: 38.884 	 return: 49.088 	 ep_len: 49.088
epoch:  11 	 loss: 36.669 	 return: 47.585 	 ep_len: 47.585
epoch:  12 	 loss: 43.449 	 return: 58.023 	 ep_len: 58.023
epoch:  13 	 loss: 47.292 	 return: 59.667 	 ep_len: 59.667
epoch:  14 	 loss: 45.613 	 return: 62.321 	 ep_len: 62.321
epoch:  15 	 loss: 49.197 	 return: 66.026 	 ep_len: 66.026
epoch:  16 	 loss: 53.374 	 return: 72.314 	 ep_len: 72.314
epoch:  17 	 loss: 54.512 	 return: 75.343 	 ep_len: 75.343
epoch:  18 	 loss: 53.029 	 return: 76.179 	 ep_len: 76.179
epoch:  19 	 loss: 65.777 	 return: 91.164 	 ep_len: 91.164
epoch:  20 	 loss: 67.100 	 return: 95.925 	 ep_len: 95.925
epoch:  21 	 loss: 72.156 	 return: 107.213 	 ep_len: 107.213
epoch:  22 	 loss: 95.124 	 return: 127.275 	 ep_len: 127.275
epoch:  23 	 loss: 98.217 	 return: 147.486 	 ep_len: 147.486
epoch:  24 	 loss: 106.342 	 return: 149.657 	 ep_len: 149.657
epoch:  25 	 loss: 103.560 	 return: 145.514 	 ep_len: 145.514
epoch:  26 	 loss: 93.485 	 return: 139.167 	 ep_len: 139.167
epoch:  27 	 loss: 104.233 	 return: 168.333 	 ep_len: 168.333
epoch:  28 	 loss: 130.848 	 return: 196.731 	 ep_len: 196.731
epoch:  29 	 loss: 129.044 	 return: 213.208 	 ep_len: 213.208
epoch:  30 	 loss: 156.520 	 return: 239.455 	 ep_len: 239.455
epoch:  31 	 loss: 158.436 	 return: 263.316 	 ep_len: 263.316
epoch:  32 	 loss: 174.302 	 return: 283.056 	 ep_len: 283.056
epoch:  33 	 loss: 202.521 	 return: 350.467 	 ep_len: 350.467
epoch:  34 	 loss: 176.696 	 return: 295.389 	 ep_len: 295.389
epoch:  35 	 loss: 216.404 	 return: 368.857 	 ep_len: 368.857
epoch:  36 	 loss: 232.930 	 return: 408.308 	 ep_len: 408.308
epoch:  37 	 loss: 212.536 	 return: 365.714 	 ep_len: 365.714
epoch:  38 	 loss: 219.384 	 return: 386.846 	 ep_len: 386.846
epoch:  39 	 loss: 250.857 	 return: 467.000 	 ep_len: 467.000
epoch:  40 	 loss: 225.968 	 return: 398.538 	 ep_len: 398.538
epoch:  41 	 loss: 234.539 	 return: 419.385 	 ep_len: 419.385
epoch:  42 	 loss: 236.388 	 return: 416.308 	 ep_len: 416.308
epoch:  43 	 loss: 232.365 	 return: 400.077 	 ep_len: 400.077
epoch:  44 	 loss: 204.507 	 return: 333.562 	 ep_len: 333.562
epoch:  45 	 loss: 208.878 	 return: 362.714 	 ep_len: 362.714
epoch:  46 	 loss: 221.851 	 return: 362.143 	 ep_len: 362.143
epoch:  47 	 loss: 217.143 	 return: 363.786 	 ep_len: 363.786
epoch:  48 	 loss: 235.917 	 return: 400.385 	 ep_len: 400.385
epoch:  49 	 loss: 218.976 	 return: 348.467 	 ep_len: 348.467
epoch:  50 	 loss: 257.738 	 return: 458.636 	 ep_len: 458.636
epoch:  51 	 loss: 239.558 	 return: 423.917 	 ep_len: 423.917
epoch:  52 	 loss: 258.694 	 return: 488.636 	 ep_len: 488.636
epoch:  53 	 loss: 251.938 	 return: 465.545 	 ep_len: 465.545
epoch:  54 	 loss: 249.294 	 return: 466.182 	 ep_len: 466.182
epoch:  55 	 loss: 257.194 	 return: 488.000 	 ep_len: 488.000
epoch:  56 	 loss: 261.640 	 return: 493.455 	 ep_len: 493.455
epoch:  57 	 loss: 248.854 	 return: 466.182 	 ep_len: 466.182
epoch:  58 	 loss: 245.029 	 return: 461.273 	 ep_len: 461.273
epoch:  59 	 loss: 230.606 	 return: 432.917 	 ep_len: 432.917
epoch:  60 	 loss: 220.332 	 return: 409.692 	 ep_len: 409.692
epoch:  61 	 loss: 213.495 	 return: 396.692 	 ep_len: 396.692
epoch:  62 	 loss: 197.720 	 return: 357.429 	 ep_len: 357.429
epoch:  63 	 loss: 200.606 	 return: 371.429 	 ep_len: 371.429
epoch:  64 	 loss: 191.387 	 return: 357.857 	 ep_len: 357.857
epoch:  65 	 loss: 182.615 	 return: 343.467 	 ep_len: 343.467
epoch:  66 	 loss: 186.580 	 return: 347.533 	 ep_len: 347.533
epoch:  67 	 loss: 189.967 	 return: 353.133 	 ep_len: 353.133
epoch:  68 	 loss: 188.569 	 return: 348.467 	 ep_len: 348.467
epoch:  69 	 loss: 200.886 	 return: 377.357 	 ep_len: 377.357
epoch:  70 	 loss: 233.590 	 return: 436.250 	 ep_len: 436.250
epoch:  71 	 loss: 248.878 	 return: 465.364 	 ep_len: 465.364
epoch:  72 	 loss: 254.989 	 return: 458.273 	 ep_len: 458.273
epoch:  73 	 loss: 250.737 	 return: 472.818 	 ep_len: 472.818
epoch:  74 	 loss: 257.644 	 return: 476.455 	 ep_len: 476.455
epoch:  75 	 loss: 256.991 	 return: 490.818 	 ep_len: 490.818
epoch:  76 	 loss: 249.550 	 return: 464.091 	 ep_len: 464.091
epoch:  77 	 loss: 241.893 	 return: 423.167 	 ep_len: 423.167
epoch:  78 	 loss: 228.102 	 return: 400.000 	 ep_len: 400.000
epoch:  79 	 loss: 257.031 	 return: 464.545 	 ep_len: 464.545
epoch:  80 	 loss: 248.209 	 return: 449.083 	 ep_len: 449.083
epoch:  81 	 loss: 246.718 	 return: 469.364 	 ep_len: 469.364
epoch:  82 	 loss: 253.110 	 return: 480.364 	 ep_len: 480.364
epoch:  83 	 loss: 235.078 	 return: 420.000 	 ep_len: 420.000
epoch:  84 	 loss: 255.714 	 return: 479.273 	 ep_len: 479.273
epoch:  85 	 loss: 244.242 	 return: 430.833 	 ep_len: 430.833
epoch:  86 	 loss: 243.757 	 return: 419.000 	 ep_len: 419.000
epoch:  87 	 loss: 252.531 	 return: 480.636 	 ep_len: 480.636
epoch:  88 	 loss: 255.185 	 return: 473.091 	 ep_len: 473.091
epoch:  89 	 loss: 252.000 	 return: 485.818 	 ep_len: 485.818
epoch:  90 	 loss: 235.004 	 return: 419.231 	 ep_len: 419.231
epoch:  91 	 loss: 245.548 	 return: 450.833 	 ep_len: 450.833
epoch:  92 	 loss: 253.575 	 return: 489.182 	 ep_len: 489.182
epoch:  93 	 loss: 245.545 	 return: 431.083 	 ep_len: 431.083
epoch:  94 	 loss: 243.406 	 return: 450.333 	 ep_len: 450.333
epoch:  95 	 loss: 248.832 	 return: 457.500 	 ep_len: 457.500
epoch:  96 	 loss: 245.202 	 return: 463.273 	 ep_len: 463.273
epoch:  97 	 loss: 250.468 	 return: 469.455 	 ep_len: 469.455
epoch:  98 	 loss: 246.199 	 return: 435.167 	 ep_len: 435.167
epoch:  99 	 loss: 242.640 	 return: 422.500 	 ep_len: 422.500
epoch: 100 	 loss: 250.457 	 return: 471.364 	 ep_len: 471.364
